,1 2,1 3,1 4,1 5,2 3,2 4,2 5,3 4,3 5,4 5
1319,0.51,0.22,0.4,0.49,0.55,0.7,0.77,0.63,0.71,0.09
1320,0.51,0.23,0.4,0.48,0.56,0.69,0.77,0.63,0.71,0.09
1321,0.52,0.24,0.39,0.48,0.58,0.69,0.77,0.63,0.71,0.09
1322,0.53,0.24,0.38,0.47,0.6,0.68,0.76,0.62,0.71,0.09
1323,0.55,0.24,0.38,0.48,0.63,0.68,0.77,0.63,0.72,0.1
1324,0.56,0.25,0.38,0.47,0.65,0.7,0.78,0.63,0.72,0.09
1325,0.58,0.27,0.38,0.47,0.68,0.7,0.78,0.64,0.73,0.09
1326,0.58,0.28,0.38,0.46,0.7,0.7,0.76,0.65,0.73,0.08
1327,0.59,0.28,0.39,0.46,0.71,0.71,0.78,0.66,0.73,0.08
1328,0.61,0.27,0.4,0.45,0.71,0.71,0.77,0.67,0.72,0.06
1329,0.61,0.28,0.4,0.45,0.73,0.71,0.77,0.68,0.73,0.06
1330,0.62,0.27,0.41,0.46,0.73,0.72,0.77,0.69,0.73,0.06
1331,0.63,0.27,0.43,0.47,0.74,0.71,0.78,0.7,0.73,0.07
1332,0.63,0.26,0.45,0.48,0.74,0.72,0.78,0.71,0.73,0.06
1333,0.63,0.26,0.46,0.48,0.76,0.72,0.77,0.72,0.73,0.05
1334,0.63,0.25,0.47,0.49,0.76,0.74,0.78,0.72,0.73,0.05
1335,0.65,0.23,0.49,0.51,0.77,0.75,0.79,0.72,0.73,0.04
1336,0.65,0.22,0.5,0.51,0.77,0.78,0.8,0.71,0.72,0.03
1337,0.66,0.24,0.5,0.51,0.79,0.79,0.81,0.73,0.74,0.03
1338,0.66,0.26,0.5,0.5,0.82,0.79,0.81,0.74,0.74,0.03
1339,0.68,0.26,0.5,0.51,0.83,0.82,0.83,0.74,0.74,0.01
1340,0.69,0.25,0.5,0.53,0.85,0.83,0.85,0.74,0.76,0.03
1341,0.67,0.25,0.49,0.52,0.83,0.81,0.83,0.72,0.75,0.02
1342,0.7,0.23,0.51,0.55,0.87,0.83,0.83,0.71,0.75,0.04
1343,0.71,0.23,0.52,0.55,0.9,0.84,0.84,0.7,0.74,0.04
1344,0.69,0.23,0.52,0.55,0.89,0.83,0.82,0.69,0.73,0.05
1345,0.71,0.23,0.51,0.55,0.9,0.85,0.83,0.69,0.73,0.06
1346,0.71,0.23,0.51,0.55,0.91,0.85,0.83,0.69,0.74,0.07
1347,0.72,0.24,0.51,0.55,0.92,0.85,0.82,0.68,0.73,0.07
1348,0.73,0.23,0.51,0.54,0.92,0.86,0.81,0.68,0.73,0.07
1349,0.73,0.23,0.49,0.53,0.92,0.85,0.81,0.66,0.72,0.09
1350,0.73,0.22,0.49,0.54,0.92,0.85,0.8,0.66,0.72,0.1
1351,0.74,0.2,0.48,0.54,0.92,0.84,0.79,0.63,0.7,0.1
1352,0.74,0.19,0.48,0.54,0.92,0.83,0.78,0.62,0.69,0.1
1353,0.75,0.19,0.47,0.54,0.92,0.82,0.77,0.6,0.69,0.11
1354,0.76,0.17,0.47,0.55,0.91,0.81,0.76,0.59,0.69,0.12
1355,0.75,0.18,0.47,0.54,0.92,0.8,0.74,0.59,0.68,0.11
1356,0.76,0.19,0.46,0.54,0.93,0.8,0.75,0.59,0.68,0.11
1357,0.76,0.2,0.46,0.54,0.94,0.79,0.75,0.6,0.69,0.11
1358,0.75,0.18,0.45,0.53,0.92,0.79,0.75,0.58,0.68,0.12
1359,0.76,0.19,0.45,0.54,0.94,0.79,0.75,0.59,0.69,0.11
1360,0.77,0.13,0.47,0.55,0.89,0.79,0.76,0.55,0.64,0.1
1361,0.78,0.13,0.45,0.54,0.91,0.79,0.77,0.54,0.63,0.1
1362,0.79,0.13,0.45,0.53,0.91,0.79,0.78,0.53,0.62,0.09
1363,0.8,0.13,0.45,0.53,0.93,0.79,0.79,0.53,0.61,0.09
1364,0.81,0.15,0.44,0.52,0.96,0.79,0.81,0.53,0.61,0.08
1365,0.79,0.14,0.44,0.52,0.93,0.77,0.79,0.53,0.61,0.08
1366,0.79,0.14,0.44,0.52,0.94,0.76,0.79,0.53,0.61,0.08
1367,0.8,0.15,0.46,0.53,0.95,0.77,0.8,0.53,0.6,0.07
1368,0.81,0.13,0.47,0.54,0.94,0.76,0.8,0.53,0.6,0.08
1369,0.82,0.13,0.47,0.55,0.94,0.78,0.82,0.52,0.59,0.08
1370,0.82,0.13,0.49,0.56,0.95,0.77,0.82,0.53,0.59,0.08
1371,0.83,0.11,0.49,0.55,0.94,0.77,0.81,0.54,0.59,0.07
1372,0.85,0.09,0.5,0.55,0.94,0.75,0.79,0.53,0.58,0.06
1373,0.85,0.08,0.5,0.54,0.94,0.75,0.79,0.54,0.57,0.05
1374,0.86,0.08,0.51,0.53,0.93,0.73,0.79,0.52,0.53,0.05
1375,0.86,0.07,0.52,0.52,0.92,0.73,0.78,0.53,0.53,0.05
1376,0.86,0.07,0.53,0.52,0.92,0.73,0.78,0.53,0.52,0.06
1377,0.86,0.07,0.53,0.49,0.92,0.73,0.79,0.53,0.48,0.08
1378,0.86,0.07,0.51,0.46,0.91,0.73,0.79,0.52,0.46,0.08
1379,0.85,0.05,0.52,0.45,0.89,0.73,0.79,0.51,0.43,0.1
1380,0.85,0.06,0.52,0.44,0.89,0.74,0.79,0.5,0.4,0.11
1381,0.85,0.06,0.52,0.43,0.89,0.74,0.8,0.49,0.4,0.11
1382,0.84,0.07,0.51,0.41,0.89,0.75,0.8,0.5,0.39,0.12
1383,0.81,0.08,0.49,0.39,0.88,0.75,0.8,0.5,0.39,0.12
1384,0.8,0.09,0.48,0.37,0.88,0.76,0.8,0.5,0.38,0.13
1385,0.79,0.1,0.47,0.37,0.88,0.76,0.79,0.49,0.38,0.12
1386,0.77,0.1,0.48,0.37,0.87,0.74,0.78,0.49,0.37,0.13
1387,0.75,0.11,0.48,0.35,0.86,0.72,0.77,0.49,0.35,0.15
1388,0.75,0.12,0.48,0.34,0.86,0.71,0.77,0.49,0.33,0.17
1389,0.73,0.15,0.49,0.34,0.86,0.7,0.77,0.49,0.32,0.19
1390,0.72,0.15,0.48,0.34,0.86,0.69,0.77,0.5,0.32,0.2
1391,0.72,0.16,0.48,0.34,0.85,0.67,0.77,0.48,0.3,0.2
1392,0.72,0.16,0.48,0.33,0.85,0.65,0.77,0.48,0.27,0.23
1393,0.7,0.17,0.47,0.31,0.84,0.63,0.76,0.48,0.26,0.24
1394,0.69,0.17,0.47,0.31,0.83,0.61,0.75,0.49,0.25,0.26
1395,0.68,0.17,0.46,0.29,0.83,0.61,0.76,0.48,0.23,0.27
1396,0.68,0.17,0.45,0.29,0.82,0.6,0.78,0.47,0.22,0.29
1397,0.66,0.17,0.45,0.29,0.81,0.56,0.76,0.48,0.21,0.31
1398,0.63,0.2,0.44,0.29,0.8,0.55,0.76,0.47,0.2,0.31
1399,0.62,0.2,0.44,0.3,0.78,0.53,0.76,0.46,0.18,0.33
1400,0.61,0.2,0.43,0.31,0.78,0.52,0.77,0.46,0.18,0.34
1401,0.61,0.2,0.42,0.31,0.77,0.51,0.77,0.46,0.18,0.35
1402,0.6,0.2,0.42,0.32,0.77,0.5,0.77,0.46,0.19,0.35
1403,0.59,0.2,0.42,0.33,0.76,0.5,0.78,0.45,0.19,0.37
1404,0.57,0.19,0.41,0.33,0.74,0.49,0.78,0.44,0.19,0.37
1405,0.56,0.18,0.4,0.32,0.72,0.47,0.77,0.44,0.19,0.38
1406,0.6,0.13,0.39,0.28,0.72,0.47,0.77,0.44,0.19,0.38
1407,0.6,0.13,0.38,0.27,0.72,0.44,0.76,0.44,0.18,0.39
1408,0.6,0.12,0.38,0.27,0.71,0.43,0.76,0.44,0.18,0.39
1409,0.59,0.14,0.39,0.26,0.71,0.4,0.75,0.45,0.16,0.42
1410,0.58,0.14,0.39,0.26,0.71,0.39,0.74,0.46,0.16,0.42
1411,0.57,0.13,0.4,0.26,0.69,0.37,0.73,0.46,0.16,0.42
1412,0.55,0.13,0.41,0.27,0.65,0.34,0.7,0.45,0.16,0.43
1413,0.56,0.14,0.42,0.26,0.66,0.33,0.68,0.46,0.14,0.42
1414,0.55,0.15,0.42,0.27,0.65,0.32,0.68,0.46,0.14,0.43
1415,0.54,0.15,0.43,0.29,0.65,0.31,0.69,0.47,0.16,0.45
1416,0.54,0.16,0.43,0.28,0.65,0.3,0.69,0.48,0.15,0.46
1417,0.54,0.17,0.44,0.27,0.65,0.29,0.67,0.48,0.13,0.45
1418,0.56,0.16,0.45,0.27,0.66,0.28,0.67,0.48,0.13,0.45
1419,0.59,0.18,0.48,0.28,0.67,0.28,0.68,0.49,0.11,0.46
1420,0.58,0.18,0.47,0.29,0.66,0.3,0.68,0.46,0.11,0.44
1421,0.6,0.18,0.48,0.29,0.67,0.31,0.68,0.46,0.11,0.43
1422,0.59,0.18,0.49,0.28,0.65,0.31,0.66,0.46,0.11,0.43
1423,0.6,0.18,0.49,0.29,0.66,0.31,0.65,0.46,0.12,0.41
1424,0.59,0.17,0.5,0.28,0.63,0.3,0.66,0.45,0.11,0.43
1425,0.6,0.17,0.5,0.28,0.63,0.31,0.65,0.45,0.11,0.42
1426,0.6,0.17,0.51,0.28,0.64,0.31,0.65,0.46,0.11,0.42
1427,0.59,0.17,0.51,0.28,0.63,0.31,0.64,0.47,0.12,0.42
1428,0.59,0.17,0.51,0.28,0.62,0.31,0.63,0.45,0.11,0.41
1429,0.6,0.17,0.52,0.29,0.64,0.32,0.64,0.47,0.12,0.42
1430,0.61,0.17,0.53,0.28,0.63,0.33,0.65,0.46,0.12,0.42
1431,0.58,0.17,0.51,0.29,0.62,0.33,0.64,0.45,0.12,0.41
1432,0.58,0.17,0.51,0.29,0.62,0.33,0.64,0.46,0.12,0.42
1433,0.58,0.17,0.51,0.28,0.62,0.32,0.63,0.46,0.12,0.41
1434,0.57,0.15,0.48,0.26,0.62,0.3,0.63,0.45,0.12,0.41
1435,0.57,0.14,0.47,0.26,0.6,0.29,0.62,0.43,0.12,0.4
1436,0.57,0.11,0.47,0.25,0.58,0.28,0.62,0.42,0.13,0.4
1437,0.56,0.11,0.47,0.24,0.57,0.28,0.59,0.42,0.13,0.39
1438,0.55,0.11,0.46,0.24,0.56,0.26,0.55,0.43,0.14,0.36
1439,0.53,0.1,0.44,0.24,0.56,0.26,0.56,0.42,0.14,0.37
1440,0.53,0.09,0.41,0.22,0.57,0.24,0.56,0.42,0.15,0.35
1441,0.53,0.08,0.39,0.21,0.56,0.24,0.56,0.4,0.14,0.35
1442,0.53,0.08,0.39,0.2,0.57,0.24,0.56,0.4,0.14,0.35
1443,0.53,0.06,0.37,0.19,0.55,0.23,0.56,0.38,0.13,0.35
1444,0.51,0.06,0.37,0.18,0.53,0.2,0.54,0.37,0.12,0.35
1445,0.52,0.05,0.37,0.15,0.54,0.2,0.53,0.37,0.11,0.34
1446,0.49,0.05,0.37,0.14,0.51,0.17,0.49,0.37,0.1,0.34
1447,0.5,0.05,0.36,0.14,0.51,0.18,0.49,0.36,0.11,0.32
1448,0.51,0.05,0.37,0.14,0.51,0.18,0.49,0.36,0.1,0.32
1449,0.51,0.05,0.36,0.14,0.5,0.17,0.48,0.34,0.09,0.31
1450,0.5,0.07,0.36,0.14,0.47,0.16,0.46,0.32,0.07,0.3
1451,0.46,0.06,0.33,0.14,0.45,0.15,0.42,0.3,0.08,0.27
1452,0.46,0.06,0.32,0.13,0.44,0.15,0.39,0.3,0.07,0.24
1453,0.44,0.08,0.3,0.12,0.45,0.15,0.38,0.3,0.08,0.23
1454,0.44,0.07,0.3,0.12,0.45,0.17,0.37,0.3,0.09,0.21
1455,0.43,0.07,0.29,0.11,0.45,0.16,0.35,0.3,0.11,0.2
1456,0.43,0.05,0.28,0.1,0.45,0.16,0.35,0.3,0.11,0.19
1457,0.43,0.05,0.28,0.1,0.45,0.16,0.34,0.3,0.11,0.18
1458,0.42,0.05,0.27,0.1,0.45,0.16,0.33,0.29,0.12,0.17
1459,0.42,0.03,0.27,0.1,0.44,0.15,0.33,0.29,0.12,0.18
1460,0.43,0.01,0.28,0.11,0.43,0.15,0.32,0.29,0.12,0.17
1461,0.42,0.02,0.29,0.12,0.42,0.14,0.31,0.28,0.12,0.17
1462,0.41,0.02,0.28,0.1,0.42,0.15,0.31,0.29,0.11,0.18
1463,0.4,0.03,0.28,0.1,0.41,0.13,0.3,0.28,0.11,0.18
1464,0.4,0.05,0.28,0.11,0.41,0.14,0.3,0.28,0.12,0.18
1465,0.37,0.05,0.29,0.11,0.38,0.13,0.27,0.28,0.12,0.18
1466,0.37,0.05,0.29,0.11,0.35,0.13,0.25,0.26,0.1,0.18
1467,0.36,0.05,0.29,0.13,0.35,0.13,0.24,0.26,0.11,0.16
1468,0.35,0.04,0.28,0.12,0.36,0.14,0.24,0.27,0.12,0.17
1469,0.34,0.04,0.29,0.12,0.35,0.15,0.23,0.28,0.12,0.17
1470,0.35,0.03,0.3,0.13,0.36,0.17,0.23,0.3,0.13,0.18
1471,0.33,0.03,0.28,0.12,0.36,0.17,0.22,0.3,0.15,0.16
1472,0.33,0.03,0.28,0.14,0.36,0.18,0.21,0.3,0.16,0.15
1473,0.33,0.03,0.28,0.15,0.35,0.2,0.21,0.29,0.16,0.13
1474,0.34,0.03,0.28,0.15,0.35,0.22,0.21,0.29,0.16,0.13
1475,0.33,0.04,0.27,0.16,0.36,0.23,0.22,0.28,0.18,0.11
1476,0.33,0.01,0.26,0.16,0.34,0.24,0.22,0.26,0.16,0.11
1477,0.36,0.01,0.27,0.2,0.35,0.25,0.22,0.27,0.19,0.09
1478,0.34,0.0,0.27,0.21,0.34,0.25,0.2,0.27,0.21,0.08
1479,0.34,0.01,0.27,0.21,0.34,0.26,0.2,0.27,0.21,0.09
1480,0.35,0.01,0.27,0.23,0.34,0.26,0.2,0.27,0.23,0.08
1481,0.33,0.0,0.27,0.23,0.33,0.26,0.2,0.27,0.24,0.07
1482,0.26,0.04,0.24,0.22,0.3,0.27,0.21,0.25,0.24,0.06
1483,0.27,0.03,0.24,0.22,0.3,0.28,0.22,0.26,0.24,0.06
1484,0.27,0.04,0.24,0.22,0.31,0.29,0.23,0.26,0.25,0.06
1485,0.27,0.03,0.24,0.23,0.31,0.3,0.24,0.26,0.25,0.06
1486,0.28,0.03,0.25,0.23,0.31,0.31,0.24,0.27,0.25,0.07
1487,0.26,0.03,0.26,0.24,0.29,0.33,0.28,0.28,0.27,0.05
1488,0.28,0.02,0.25,0.24,0.28,0.34,0.28,0.28,0.27,0.06
1489,0.28,0.02,0.26,0.25,0.29,0.35,0.29,0.28,0.27,0.06
1490,0.29,0.02,0.27,0.25,0.29,0.36,0.31,0.29,0.27,0.06
1491,0.29,0.01,0.3,0.28,0.29,0.37,0.33,0.3,0.28,0.04
1492,0.29,0.01,0.31,0.28,0.28,0.37,0.33,0.3,0.27,0.04
1493,0.27,0.01,0.32,0.28,0.26,0.38,0.33,0.31,0.27,0.05
1494,0.27,0.04,0.32,0.28,0.23,0.39,0.33,0.31,0.26,0.05
1495,0.26,0.04,0.33,0.26,0.23,0.39,0.33,0.3,0.23,0.07
1496,0.25,0.06,0.33,0.26,0.21,0.39,0.33,0.29,0.22,0.08
1497,0.23,0.05,0.34,0.25,0.21,0.4,0.34,0.29,0.21,0.09
1498,0.23,0.05,0.34,0.25,0.21,0.4,0.34,0.3,0.21,0.09
1499,0.23,0.05,0.35,0.25,0.21,0.41,0.34,0.3,0.21,0.09
1500,0.23,0.06,0.35,0.26,0.22,0.43,0.36,0.29,0.2,0.1
1501,0.23,0.07,0.35,0.26,0.23,0.45,0.38,0.29,0.19,0.1
1502,0.23,0.09,0.36,0.27,0.24,0.46,0.39,0.28,0.19,0.1
1503,0.23,0.09,0.36,0.28,0.25,0.48,0.41,0.27,0.19,0.08
1504,0.23,0.1,0.35,0.28,0.26,0.48,0.42,0.25,0.18,0.08
1505,0.23,0.11,0.36,0.28,0.28,0.5,0.43,0.26,0.17,0.09
1506,0.26,0.11,0.37,0.3,0.31,0.53,0.48,0.26,0.19,0.07
1507,0.26,0.12,0.37,0.29,0.34,0.55,0.49,0.25,0.17,0.08
1508,0.25,0.13,0.37,0.3,0.35,0.55,0.5,0.24,0.17,0.07
1509,0.24,0.14,0.39,0.31,0.36,0.57,0.52,0.25,0.17,0.09
1510,0.25,0.14,0.39,0.32,0.37,0.59,0.54,0.26,0.18,0.09
1511,0.25,0.14,0.39,0.33,0.37,0.59,0.55,0.26,0.19,0.08
1512,0.24,0.15,0.39,0.33,0.38,0.59,0.55,0.25,0.19,0.08
1513,0.25,0.15,0.4,0.35,0.38,0.61,0.57,0.26,0.2,0.09
1514,0.25,0.16,0.4,0.35,0.4,0.62,0.59,0.25,0.19,0.09
1515,0.24,0.18,0.41,0.35,0.41,0.61,0.58,0.24,0.17,0.1
1516,0.25,0.18,0.41,0.36,0.43,0.63,0.6,0.24,0.17,0.11
1517,0.25,0.18,0.41,0.36,0.43,0.64,0.6,0.24,0.18,0.11
1518,0.24,0.19,0.42,0.36,0.42,0.63,0.59,0.23,0.17,0.11
1519,0.22,0.21,0.43,0.37,0.42,0.62,0.59,0.22,0.16,0.11
1520,0.22,0.23,0.43,0.38,0.44,0.63,0.59,0.2,0.16,0.11
1521,0.21,0.26,0.45,0.39,0.46,0.65,0.6,0.2,0.15,0.12
1522,0.22,0.26,0.47,0.39,0.47,0.68,0.61,0.21,0.16,0.16
1523,0.21,0.27,0.48,0.4,0.47,0.68,0.61,0.21,0.16,0.16
1524,0.18,0.27,0.49,0.41,0.45,0.66,0.59,0.21,0.17,0.18
1525,0.2,0.28,0.49,0.41,0.47,0.68,0.6,0.21,0.17,0.19
1526,0.19,0.29,0.5,0.42,0.48,0.68,0.6,0.21,0.16,0.19
1527,0.19,0.3,0.51,0.42,0.49,0.7,0.62,0.21,0.16,0.19
1528,0.19,0.31,0.52,0.44,0.49,0.7,0.62,0.22,0.16,0.19
1529,0.16,0.31,0.53,0.45,0.47,0.69,0.61,0.23,0.17,0.2
1530,0.15,0.29,0.55,0.47,0.44,0.69,0.61,0.26,0.19,0.2
1531,0.14,0.29,0.55,0.47,0.42,0.68,0.61,0.27,0.21,0.19
1532,0.14,0.28,0.54,0.48,0.42,0.67,0.62,0.25,0.22,0.19
1533,0.14,0.28,0.54,0.48,0.42,0.67,0.63,0.26,0.23,0.2
1534,0.14,0.28,0.53,0.49,0.42,0.67,0.63,0.26,0.23,0.2
1535,0.15,0.28,0.52,0.49,0.43,0.67,0.64,0.24,0.23,0.17
1536,0.15,0.28,0.52,0.49,0.43,0.67,0.64,0.24,0.23,0.16
1537,0.14,0.29,0.52,0.5,0.43,0.66,0.64,0.23,0.22,0.16
1538,0.14,0.31,0.53,0.51,0.45,0.66,0.64,0.22,0.21,0.16
1539,0.12,0.32,0.54,0.52,0.45,0.66,0.64,0.22,0.21,0.16
1540,0.12,0.32,0.54,0.52,0.45,0.67,0.64,0.22,0.21,0.16
1541,0.12,0.33,0.54,0.53,0.45,0.66,0.65,0.22,0.21,0.16
1542,0.13,0.34,0.55,0.54,0.47,0.67,0.66,0.21,0.21,0.16
1543,0.14,0.35,0.55,0.52,0.48,0.67,0.65,0.2,0.2,0.17
1544,0.14,0.35,0.55,0.53,0.48,0.67,0.66,0.2,0.2,0.18
1545,0.13,0.36,0.55,0.52,0.48,0.66,0.65,0.19,0.19,0.18
1546,0.12,0.38,0.55,0.53,0.48,0.65,0.64,0.18,0.19,0.19
1547,0.12,0.38,0.55,0.52,0.48,0.65,0.63,0.18,0.19,0.18
1548,0.12,0.38,0.55,0.52,0.48,0.64,0.64,0.17,0.2,0.2
1549,0.12,0.39,0.56,0.53,0.48,0.64,0.63,0.17,0.2,0.21
1550,0.11,0.4,0.57,0.53,0.49,0.65,0.63,0.17,0.22,0.23
1551,0.11,0.4,0.58,0.52,0.48,0.66,0.63,0.18,0.22,0.23
1552,0.11,0.41,0.59,0.52,0.49,0.67,0.63,0.18,0.23,0.24
1553,0.12,0.41,0.6,0.52,0.48,0.67,0.63,0.2,0.25,0.25
1554,0.11,0.41,0.6,0.52,0.48,0.68,0.63,0.2,0.26,0.25
1555,0.11,0.42,0.62,0.53,0.47,0.68,0.63,0.21,0.27,0.27
1556,0.11,0.42,0.62,0.54,0.47,0.67,0.63,0.2,0.27,0.27
1557,0.12,0.41,0.62,0.53,0.47,0.68,0.63,0.21,0.28,0.29
1558,0.09,0.43,0.64,0.54,0.48,0.69,0.62,0.21,0.28,0.31
1559,0.11,0.41,0.62,0.53,0.47,0.68,0.63,0.21,0.28,0.3
1560,0.12,0.42,0.62,0.53,0.47,0.68,0.63,0.21,0.29,0.32
1561,0.11,0.44,0.63,0.54,0.49,0.68,0.63,0.19,0.29,0.3
1562,0.1,0.44,0.62,0.55,0.49,0.67,0.64,0.19,0.3,0.32
1563,0.1,0.45,0.63,0.56,0.49,0.67,0.64,0.18,0.31,0.32
1564,0.08,0.46,0.63,0.57,0.49,0.66,0.63,0.17,0.3,0.31
1565,0.05,0.46,0.63,0.58,0.48,0.65,0.62,0.17,0.32,0.32
1566,0.05,0.46,0.63,0.58,0.48,0.65,0.62,0.17,0.33,0.32
1567,0.01,0.46,0.63,0.58,0.47,0.64,0.6,0.17,0.33,0.33
1568,0.02,0.45,0.62,0.58,0.46,0.64,0.59,0.18,0.34,0.34
1569,0.04,0.44,0.62,0.58,0.46,0.64,0.58,0.18,0.34,0.34
1570,0.03,0.44,0.62,0.58,0.45,0.63,0.58,0.18,0.32,0.34
1571,0.04,0.43,0.62,0.58,0.45,0.63,0.57,0.19,0.3,0.33
1572,0.05,0.43,0.62,0.59,0.45,0.63,0.58,0.19,0.31,0.35
1573,0.05,0.44,0.62,0.61,0.44,0.63,0.58,0.19,0.31,0.35
1574,0.04,0.45,0.64,0.62,0.44,0.62,0.58,0.19,0.31,0.36
1575,0.05,0.46,0.64,0.62,0.44,0.63,0.59,0.19,0.31,0.37
1576,0.05,0.46,0.65,0.62,0.44,0.64,0.58,0.2,0.32,0.4
1577,0.05,0.45,0.64,0.61,0.44,0.64,0.57,0.2,0.33,0.41
1578,0.05,0.44,0.65,0.6,0.42,0.63,0.56,0.22,0.33,0.42
1579,0.04,0.44,0.66,0.61,0.42,0.65,0.57,0.23,0.32,0.42
1580,0.04,0.44,0.67,0.59,0.43,0.66,0.56,0.25,0.31,0.43
1581,0.02,0.42,0.66,0.56,0.42,0.67,0.55,0.26,0.3,0.44
1582,0.03,0.42,0.67,0.57,0.41,0.66,0.54,0.27,0.28,0.45
1583,0.03,0.41,0.66,0.56,0.41,0.67,0.55,0.28,0.28,0.45
1584,0.03,0.41,0.68,0.56,0.4,0.68,0.53,0.31,0.27,0.47
1585,0.03,0.41,0.68,0.55,0.41,0.69,0.53,0.31,0.26,0.47
1586,0.04,0.41,0.7,0.55,0.4,0.7,0.53,0.33,0.25,0.47
1587,0.03,0.4,0.71,0.54,0.38,0.7,0.51,0.35,0.24,0.47
1588,0.03,0.38,0.7,0.5,0.38,0.72,0.49,0.36,0.21,0.47
1589,0.02,0.39,0.72,0.51,0.38,0.71,0.49,0.37,0.2,0.47
1590,0.05,0.41,0.74,0.52,0.36,0.7,0.48,0.39,0.2,0.49
1591,0.04,0.41,0.74,0.5,0.37,0.71,0.46,0.39,0.18,0.48
1592,0.05,0.44,0.74,0.5,0.4,0.72,0.46,0.38,0.15,0.48
1593,0.05,0.44,0.75,0.5,0.41,0.72,0.46,0.38,0.15,0.48
1594,0.05,0.45,0.74,0.5,0.41,0.72,0.46,0.36,0.15,0.46
1595,0.05,0.46,0.74,0.5,0.43,0.72,0.46,0.35,0.15,0.46
1596,0.05,0.47,0.73,0.5,0.44,0.71,0.46,0.33,0.14,0.45
1597,0.04,0.47,0.72,0.5,0.44,0.7,0.46,0.33,0.13,0.43
1598,0.03,0.49,0.72,0.51,0.45,0.69,0.47,0.33,0.1,0.41
1599,0.03,0.48,0.71,0.5,0.45,0.68,0.48,0.33,0.1,0.41
1600,0.04,0.49,0.71,0.5,0.46,0.67,0.48,0.32,0.1,0.4
1601,0.09,0.47,0.7,0.49,0.46,0.65,0.49,0.32,0.09,0.4
1602,0.1,0.49,0.69,0.48,0.49,0.64,0.49,0.32,0.08,0.4
1603,0.1,0.49,0.69,0.47,0.49,0.64,0.48,0.32,0.06,0.38
1604,0.11,0.49,0.68,0.46,0.49,0.63,0.48,0.32,0.06,0.38
1605,0.13,0.49,0.68,0.44,0.5,0.63,0.46,0.33,0.06,0.38
1606,0.14,0.49,0.67,0.42,0.5,0.62,0.45,0.34,0.06,0.37
1607,0.14,0.48,0.67,0.42,0.49,0.61,0.43,0.35,0.07,0.37
1608,0.16,0.47,0.66,0.4,0.49,0.6,0.42,0.35,0.07,0.36
1609,0.18,0.46,0.66,0.4,0.49,0.59,0.42,0.35,0.07,0.35
1610,0.19,0.45,0.66,0.4,0.47,0.57,0.41,0.35,0.06,0.35
1611,0.2,0.45,0.66,0.4,0.46,0.55,0.39,0.36,0.07,0.34
1612,0.21,0.44,0.65,0.4,0.45,0.54,0.39,0.36,0.07,0.34
1613,0.21,0.43,0.65,0.39,0.44,0.54,0.39,0.35,0.05,0.34
1614,0.21,0.41,0.65,0.38,0.42,0.54,0.39,0.35,0.04,0.34
1615,0.22,0.4,0.65,0.38,0.39,0.52,0.37,0.34,0.02,0.34
1616,0.22,0.38,0.65,0.38,0.37,0.51,0.37,0.36,0.01,0.35
1617,0.22,0.37,0.65,0.38,0.35,0.5,0.35,0.36,0.02,0.33
1618,0.22,0.36,0.65,0.37,0.34,0.5,0.34,0.36,0.02,0.34
1619,0.22,0.35,0.64,0.36,0.34,0.5,0.34,0.35,0.01,0.34
1620,0.23,0.35,0.64,0.34,0.34,0.5,0.34,0.36,0.01,0.35
1621,0.23,0.34,0.64,0.34,0.34,0.5,0.33,0.35,0.01,0.35
1622,0.23,0.33,0.63,0.33,0.32,0.5,0.33,0.35,0.0,0.35
1623,0.23,0.32,0.63,0.33,0.31,0.5,0.32,0.36,0.01,0.35
1624,0.23,0.29,0.62,0.3,0.3,0.49,0.31,0.37,0.02,0.36
1625,0.23,0.27,0.63,0.3,0.29,0.49,0.3,0.4,0.03,0.38
1626,0.21,0.25,0.62,0.29,0.28,0.48,0.29,0.42,0.04,0.38
1627,0.18,0.25,0.62,0.27,0.26,0.49,0.26,0.44,0.03,0.42
1628,0.16,0.24,0.62,0.27,0.25,0.5,0.26,0.45,0.03,0.42
1629,0.15,0.24,0.62,0.25,0.25,0.5,0.25,0.46,0.02,0.44
1630,0.14,0.24,0.62,0.26,0.23,0.51,0.25,0.46,0.02,0.44
1631,0.13,0.24,0.62,0.25,0.24,0.52,0.24,0.46,0.01,0.45
1632,0.12,0.24,0.63,0.25,0.24,0.53,0.25,0.47,0.01,0.46
1633,0.12,0.25,0.63,0.25,0.24,0.54,0.26,0.44,0.04,0.47
1634,0.1,0.26,0.62,0.25,0.24,0.55,0.26,0.43,0.06,0.48
1635,0.1,0.26,0.62,0.24,0.25,0.55,0.26,0.42,0.06,0.48
1636,0.1,0.26,0.62,0.24,0.24,0.56,0.26,0.4,0.08,0.48
1637,0.08,0.24,0.61,0.23,0.24,0.57,0.26,0.41,0.09,0.49
1638,0.08,0.24,0.61,0.22,0.24,0.57,0.26,0.41,0.1,0.5
1639,0.09,0.23,0.61,0.22,0.25,0.57,0.27,0.41,0.11,0.51
1640,0.09,0.24,0.61,0.23,0.25,0.57,0.28,0.41,0.12,0.52
1641,0.09,0.23,0.61,0.24,0.25,0.58,0.3,0.41,0.14,0.53
1642,0.09,0.24,0.62,0.25,0.24,0.59,0.31,0.41,0.17,0.54
